whrswk,hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,wght,experience_whrswk,whrswk_husby,adjusted_experience,education_level,experience_education,family_responsibility_index,hours_per_dependent,hours_per_child_lt6,experience_squared,hours_worked_bracket,career_stage
50,no,yes,no,16years,white,no,8.0,0,0,70.0,west,303392,400.0,3500.0,8.0,5,40.0,0,50.0,50.0,64.0,fulltime,Mid
40,no,no,yes,12years,white,no,19.0,0,0,6.997,west,316376,760.0,279.88,19.0,3,57.0,0,40.0,40.0,361.0,fulltime,Late
40,yes,yes,yes,13-15years,white,yes,33.0,0,1,33.0,west,155735,1320.0,1320.0,33.0,4,132.0,1,20.0,40.0,1089.0,fulltime,Very Late
40,no,yes,yes,>16years,white,no,9.0,1,0,68.0,west,323629,360.0,2720.0,4.5,6,54.0,1,20.0,20.0,81.0,fulltime,Mid
0,yes,no,yes,12years,white,no,25.0,1,1,26.0,west,306712,0.0,0.0,12.5,3,75.0,2,0.0,0.0,625.0,,Late
32,no,no,no,13-15years,white,no,37.0,0,0,0.0,west,338936,1184.0,0.0,37.0,4,148.0,0,32.0,32.0,1369.0,fulltime,Very Late
40,no,yes,no,13-15years,white,no,5.0,0,0,20.0,west,152971,200.0,800.0,5.0,4,20.0,0,40.0,40.0,25.0,fulltime,Early
30,yes,no,yes,13-15years,white,no,25.0,1,1,41.0,west,164312,750.0,1230.0,12.5,4,100.0,2,10.0,15.0,625.0,parttime,Late
40,yes,yes,yes,<9years,white,no,37.0,0,0,30.0,west,329926,1480.0,1200.0,37.0,1,37.0,0,40.0,40.0,1369.0,fulltime,Very Late
0,no,no,no,9-11years,white,no,40.5,0,0,0.0,west,180211,0.0,0.0,40.5,2,81.0,0,0.0,0.0,1640.25,,Very Late
0,no,no,no,16years,white,no,19.0,0,2,0.0,west,369440,0.0,0.0,19.0,5,95.0,2,0.0,0.0,361.0,,Late
0,yes,no,yes,13-15years,white,no,14.0,1,3,41.6,west,375076,0.0,0.0,7.0,4,56.0,4,0.0,0.0,196.0,,Mid
39,no,yes,no,16years,white,no,20.0,0,0,65.0,west,369440,780.0,2535.0,20.0,5,100.0,0,39.0,39.0,400.0,fulltime,Late
16,yes,no,yes,16years,white,no,24.0,0,2,60.0,west,369659,384.0,960.0,24.0,5,120.0,2,5.333333333333333,16.0,576.0,parttime,Late
35,no,yes,no,13-15years,white,no,15.0,1,0,50.0,west,375076,525.0,1750.0,7.5,4,60.0,1,17.5,17.5,225.0,fulltime,Mid
0,yes,no,yes,>16years,white,no,12.0,1,0,99.999,west,381081,0.0,0.0,6.0,6,72.0,1,0.0,0.0,144.0,,Mid
30,yes,no,yes,13-15years,white,no,11.0,1,0,55.0,west,375076,330.0,1650.0,5.5,4,44.0,1,15.0,15.0,121.0,parttime,Mid
0,no,no,no,16years,white,no,19.0,0,2,0.0,west,375862,0.0,0.0,19.0,5,95.0,2,0.0,0.0,361.0,,Late
38,no,yes,no,13-15years,white,no,20.0,0,0,49.0,west,387705,760.0,1862.0,20.0,4,80.0,0,38.0,38.0,400.0,fulltime,Late
0,yes,no,yes,>16years,white,no,33.0,0,0,17.6,west,415351,0.0,0.0,33.0,6,198.0,0,0.0,0.0,1089.0,,Very Late
0,yes,no,yes,>16years,white,no,21.0,1,2,15.0,west,369440,0.0,0.0,10.5,6,126.0,3,0.0,0.0,441.0,,Late
0,no,no,no,13-15years,white,no,39.0,0,0,0.0,west,408255,0.0,0.0,39.0,4,156.0,0,0.0,0.0,1521.0,,Very Late
0,yes,no,yes,12years,white,no,35.0,0,0,35.0,west,384979,0.0,0.0,35.0,3,105.0,0,0.0,0.0,1225.0,,Very Late
0,yes,no,yes,12years,white,no,20.0,0,1,43.0,west,377632,0.0,0.0,20.0,3,60.0,1,0.0,0.0,400.0,,Late
50,no,yes,no,16years,white,no,41.0,0,0,2.01,west,380773,2050.0,100.49999999999999,41.0,5,205.0,0,50.0,50.0,1681.0,fulltime,Very Late
0,no,no,yes,13-15years,white,no,38.0,0,0,0.0,west,415351,0.0,0.0,38.0,4,152.0,0,0.0,0.0,1444.0,,Very Late
0,yes,no,yes,16years,white,no,20.0,1,1,99.999,west,375862,0.0,0.0,10.0,5,100.0,2,0.0,0.0,400.0,,Late
0,yes,no,yes,12years,white,no,21.0,0,2,41.0,west,308513,0.0,0.0,21.0,3,63.0,2,0.0,0.0,441.0,,Late
40,no,no,no,12years,white,no,21.0,0,1,21.8,west,308513,840.0,872.0,21.0,3,63.0,1,20.0,40.0,441.0,fulltime,Late
40,no,yes,no,13-15years,white,no,16.0,0,0,16.0,west,313261,640.0,640.0,16.0,4,64.0,0,40.0,40.0,256.0,fulltime,Late
42,no,yes,no,16years,white,no,12.0,1,1,0.0,west,308326,504.0,0.0,6.0,5,60.0,2,14.0,21.0,144.0,fulltime,Mid
50,yes,yes,yes,16years,white,no,11.0,0,0,21.004,west,310426,550.0,1050.2,11.0,5,55.0,0,50.0,50.0,121.0,fulltime,Mid
40,no,yes,yes,16years,white,no,22.0,0,2,80.0,west,299089,880.0,3200.0,22.0,5,110.0,2,13.333333333333334,40.0,484.0,fulltime,Late
0,yes,no,yes,16years,white,no,8.0,0,2,40.0,west,305721,0.0,0.0,8.0,5,40.0,2,0.0,0.0,64.0,,Mid
40,yes,no,yes,12years,white,no,23.0,0,1,99.999,west,299089,920.0,3999.96,23.0,3,69.0,1,20.0,40.0,529.0,fulltime,Late
15,yes,no,yes,13-15years,white,no,44.0,0,0,50.0,west,363709,660.0,750.0,44.0,4,176.0,0,15.0,15.0,1936.0,parttime,Very Late
12,no,no,no,12years,white,yes,15.0,0,2,0.0,west,149969,180.0,0.0,15.0,3,45.0,2,4.0,12.0,225.0,parttime,Mid
40,no,yes,no,12years,white,yes,13.0,2,0,18.5,west,154938,520.0,740.0,4.333333333333333,3,39.0,2,13.333333333333334,13.333333333333334,169.0,fulltime,Mid
45,yes,yes,yes,>16years,white,no,11.0,1,2,65.0,west,308326,495.0,2925.0,5.5,6,66.0,3,11.25,22.5,121.0,fulltime,Mid
40,no,yes,no,16years,white,no,9.0,2,0,20.0,west,308326,360.0,800.0,3.0,5,45.0,2,13.333333333333334,13.333333333333334,81.0,fulltime,Mid
0,yes,no,yes,<9years,white,yes,40.0,0,1,25.0,west,157834,0.0,0.0,40.0,1,40.0,1,0.0,0.0,1600.0,,Very Late
40,no,no,no,<9years,white,yes,33.0,0,0,25.0,west,147803,1320.0,1000.0,33.0,1,33.0,0,40.0,40.0,1089.0,fulltime,Very Late
44,yes,yes,yes,12years,white,no,16.0,0,0,6.7,west,308326,704.0,294.8,16.0,3,48.0,0,44.0,44.0,256.0,fulltime,Late
40,yes,no,yes,13-15years,white,no,35.0,0,0,71.67,west,157834,1400.0,2866.8,35.0,4,140.0,0,40.0,40.0,1225.0,fulltime,Very Late
40,yes,yes,yes,12years,white,no,22.0,0,1,36.0,west,152370,880.0,1440.0,22.0,3,66.0,1,20.0,40.0,484.0,fulltime,Late
0,no,no,no,<9years,white,no,40.0,0,0,0.092,west,199364,0.0,0.0,40.0,1,40.0,0,0.0,0.0,1600.0,,Very Late
25,no,yes,no,9-11years,white,no,18.5,0,0,19.943,west,308326,462.5,498.57500000000005,18.5,2,37.0,0,25.0,25.0,342.25,parttime,Late
56,no,yes,no,16years,white,no,19.0,0,0,17.0,west,299089,1064.0,952.0,19.0,5,95.0,0,56.0,56.0,361.0,fulltime,Late
0,no,no,no,16years,white,no,14.0,1,0,0.0,west,308513,0.0,0.0,7.0,5,70.0,1,0.0,0.0,196.0,,Mid
40,no,no,no,12years,black,no,15.0,1,0,27.5,west,342621,600.0,1100.0,7.5,3,45.0,1,20.0,20.0,225.0,fulltime,Mid
55,no,yes,no,>16years,white,no,15.0,0,1,73.0,west,308513,825.0,4015.0,15.0,6,90.0,1,27.5,55.0,225.0,fulltime,Mid
40,no,yes,no,13-15years,white,no,35.0,0,0,12.48,west,311669,1400.0,499.20000000000005,35.0,4,140.0,0,40.0,40.0,1225.0,fulltime,Very Late
40,no,yes,yes,>16years,white,no,18.0,0,0,32.0,west,299089,720.0,1280.0,18.0,6,108.0,0,40.0,40.0,324.0,fulltime,Late
0,yes,no,yes,12years,white,no,37.0,0,0,34.0,west,155835,0.0,0.0,37.0,3,111.0,0,0.0,0.0,1369.0,,Very Late
15,yes,no,yes,12years,white,no,15.0,2,1,30.0,west,233101,225.0,450.0,5.0,3,45.0,3,3.75,5.0,225.0,parttime,Mid
40,yes,no,yes,13-15years,white,no,6.0,0,0,9.0,west,229058,240.0,360.0,6.0,4,24.0,0,40.0,40.0,36.0,fulltime,Mid
37,yes,no,yes,13-15years,white,no,43.0,0,0,0.0,west,229449,1591.0,0.0,43.0,4,172.0,0,37.0,37.0,1849.0,fulltime,Very Late
40,no,no,yes,16years,white,no,16.0,0,0,14.177,west,236833,640.0,567.0799999999999,16.0,5,80.0,0,40.0,40.0,256.0,fulltime,Late
45,yes,no,yes,13-15years,white,no,11.0,1,0,57.0,west,233101,495.0,2565.0,5.5,4,44.0,1,22.5,22.5,121.0,fulltime,Mid
0,yes,no,yes,16years,white,no,17.0,0,3,99.999,west,236833,0.0,0.0,17.0,5,85.0,3,0.0,0.0,289.0,,Late
40,yes,no,yes,16years,white,no,12.0,2,0,26.0,west,233101,480.0,1040.0,4.0,5,60.0,2,13.333333333333334,13.333333333333334,144.0,fulltime,Mid
0,no,yes,no,12years,white,no,44.0,0,0,5.0,west,232598,0.0,0.0,44.0,3,132.0,0,0.0,0.0,1936.0,,Very Late
38,yes,no,yes,13-15years,white,no,19.0,0,1,8.935,west,236833,722.0,339.53000000000003,19.0,4,76.0,1,19.0,38.0,361.0,fulltime,Late
50,yes,no,yes,12years,white,no,33.0,0,0,40.0,west,239255,1650.0,2000.0,33.0,3,99.0,0,50.0,50.0,1089.0,fulltime,Very Late
0,yes,no,yes,9-11years,white,yes,10.5,0,2,22.0,west,98256,0.0,0.0,10.5,2,21.0,2,0.0,0.0,110.25,,Mid
40,yes,no,yes,12years,white,no,11.0,2,0,33.854,west,227114,440.0,1354.1599999999999,3.6666666666666665,3,33.0,2,13.333333333333334,13.333333333333334,121.0,fulltime,Mid
0,no,no,no,12years,white,no,8.0,2,0,24.0,west,232202,0.0,0.0,2.6666666666666665,3,24.0,2,0.0,0.0,64.0,,Mid
20,no,no,no,13-15years,white,no,18.0,0,2,37.0,west,236833,360.0,740.0,18.0,4,72.0,2,6.666666666666667,20.0,324.0,parttime,Late
0,yes,no,yes,13-15years,white,no,10.0,1,1,55.0,west,227114,0.0,0.0,5.0,4,40.0,2,0.0,0.0,100.0,,Mid
0,no,no,no,16years,white,no,21.0,0,0,3.6,west,229598,0.0,0.0,21.0,5,105.0,0,0.0,0.0,441.0,,Late
0,yes,no,yes,13-15years,white,no,13.0,1,3,28.0,west,121680,0.0,0.0,6.5,4,52.0,4,0.0,0.0,169.0,,Mid
0,no,no,no,9-11years,white,yes,4.5,2,0,12.0,west,100555,0.0,0.0,1.5,2,9.0,2,0.0,0.0,20.25,,Early
0,no,no,no,<9years,white,yes,19.0,1,0,5.0,west,234274,0.0,0.0,9.5,1,19.0,1,0.0,0.0,361.0,,Late
0,no,no,no,13-15years,white,no,7.0,1,0,10.06,west,130432,0.0,0.0,3.5,4,28.0,1,0.0,0.0,49.0,,Mid
40,no,yes,no,12years,white,no,20.0,0,0,5.766,west,310132,800.0,230.64,20.0,3,60.0,0,40.0,40.0,400.0,fulltime,Late
25,no,yes,no,12years,other,no,37.0,0,0,0.0,west,388896,925.0,0.0,37.0,3,111.0,0,25.0,25.0,1369.0,parttime,Very Late
40,yes,no,yes,12years,white,no,16.0,0,1,37.45,west,151118,640.0,1498.0,16.0,3,48.0,1,20.0,40.0,256.0,fulltime,Late
40,yes,no,yes,12years,white,no,26.0,0,2,0.0,west,95433,1040.0,0.0,26.0,3,78.0,2,13.333333333333334,40.0,676.0,fulltime,Late
40,yes,no,yes,12years,white,no,12.0,2,0,30.0,west,94400,480.0,1200.0,4.0,3,36.0,2,13.333333333333334,13.333333333333334,144.0,fulltime,Mid
40,yes,no,yes,16years,white,no,9.0,1,0,27.905,west,96889,360.0,1116.2,4.5,5,45.0,1,20.0,20.0,81.0,fulltime,Mid
40,yes,yes,yes,12years,white,no,32.0,0,1,85.0,west,95489,1280.0,3400.0,32.0,3,96.0,1,20.0,40.0,1024.0,fulltime,Very Late
40,yes,no,yes,16years,white,no,13.0,0,0,38.5,west,96889,520.0,1540.0,13.0,5,65.0,0,40.0,40.0,169.0,fulltime,Mid
0,yes,no,yes,13-15years,white,no,14.0,1,2,52.0,west,96889,0.0,0.0,7.0,4,56.0,3,0.0,0.0,196.0,,Mid
40,yes,yes,yes,13-15years,white,no,30.0,0,1,60.0,west,95489,1200.0,2400.0,30.0,4,120.0,1,20.0,40.0,900.0,fulltime,Late
25,yes,yes,yes,16years,white,no,3.0,0,0,40.0,west,97436,75.0,1000.0,3.0,5,15.0,0,25.0,25.0,9.0,parttime,Early
40,no,yes,no,13-15years,white,no,9.0,0,0,18.8,west,94400,360.0,752.0,9.0,4,36.0,0,40.0,40.0,81.0,fulltime,Mid
10,no,no,no,12years,white,no,18.0,0,0,23.0,west,98440,180.0,230.0,18.0,3,54.0,0,10.0,10.0,324.0,parttime,Late
40,no,yes,no,12years,white,no,35.0,0,0,3.5,west,99447,1400.0,140.0,35.0,3,105.0,0,40.0,40.0,1225.0,fulltime,Very Late
15,yes,no,yes,12years,white,no,23.0,0,3,31.0,west,48300,345.0,465.0,23.0,3,69.0,3,3.75,15.0,529.0,parttime,Late
60,yes,yes,yes,>16years,white,no,29.0,0,0,12.0,west,103047,1740.0,720.0,29.0,6,174.0,0,60.0,60.0,841.0,fulltime,Late
40,no,yes,no,12years,white,no,15.0,0,2,8.0,west,100397,600.0,320.0,15.0,3,45.0,2,13.333333333333334,40.0,225.0,fulltime,Mid
35,yes,yes,yes,16years,white,no,6.0,1,0,33.7,west,97818,210.0,1179.5,3.0,5,30.0,1,17.5,17.5,36.0,fulltime,Mid
40,no,no,no,13-15years,white,no,0.0,0,0,9.0,west,145565,0.0,360.0,0.0,4,0.0,0,40.0,40.0,0.0,fulltime,
40,no,yes,no,16years,white,no,3.0,0,0,1.0,west,100964,120.0,40.0,3.0,5,15.0,0,40.0,40.0,9.0,fulltime,Early
40,yes,yes,yes,16years,white,no,35.0,0,0,66.0,west,109278,1400.0,2640.0,35.0,5,175.0,0,40.0,40.0,1225.0,fulltime,Very Late
30,yes,no,yes,<9years,white,yes,36.0,0,2,12.0,west,47985,1080.0,360.0,36.0,1,36.0,2,10.0,30.0,1296.0,parttime,Very Late
15,yes,no,yes,12years,white,no,15.0,3,2,15.967,west,96889,225.0,239.505,3.75,3,45.0,5,2.5,3.75,225.0,parttime,Mid
0,yes,no,yes,12years,white,no,13.0,0,2,30.0,west,84843,0.0,0.0,13.0,3,39.0,2,0.0,0.0,169.0,,Mid
40,no,yes,yes,13-15years,white,no,40.0,0,0,27.0,west,90797,1600.0,1080.0,40.0,4,160.0,0,40.0,40.0,1600.0,fulltime,Very Late
40,no,yes,yes,13-15years,white,no,7.0,0,0,23.0,west,83096,280.0,920.0,7.0,4,28.0,0,40.0,40.0,49.0,fulltime,Mid
20,yes,no,yes,12years,white,no,15.0,1,2,7.1,west,83986,300.0,142.0,7.5,3,45.0,3,5.0,10.0,225.0,parttime,Mid
40,yes,yes,yes,13-15years,white,no,40.0,0,0,39.0,west,46174,1600.0,1560.0,40.0,4,160.0,0,40.0,40.0,1600.0,fulltime,Very Late
0,no,no,no,12years,white,no,47.0,0,0,0.0,west,100083,0.0,0.0,47.0,3,141.0,0,0.0,0.0,2209.0,,Very Late
48,no,no,yes,13-15years,white,no,17.0,0,0,12.0,west,84753,816.0,576.0,17.0,4,68.0,0,48.0,48.0,289.0,fulltime,Late
0,yes,no,yes,12years,white,no,41.0,0,0,0.4,west,90797,0.0,0.0,41.0,3,123.0,0,0.0,0.0,1681.0,,Very Late
30,yes,no,yes,9-11years,white,no,24.5,0,1,23.0,west,82164,735.0,690.0,24.5,2,49.0,1,15.0,30.0,600.25,parttime,Late
36,yes,yes,yes,12years,white,no,27.0,0,0,30.0,west,83986,972.0,1080.0,27.0,3,81.0,0,36.0,36.0,729.0,fulltime,Late
0,yes,no,yes,12years,white,no,31.0,0,1,25.0,west,82213,0.0,0.0,31.0,3,93.0,1,0.0,0.0,961.0,,Very Late
40,no,yes,yes,<9years,white,yes,15.0,1,1,16.6,west,34863,600.0,664.0,7.5,1,15.0,2,13.333333333333334,20.0,225.0,fulltime,Mid
40,yes,yes,yes,12years,white,yes,11.0,1,0,18.0,west,36224,440.0,720.0,5.5,3,33.0,1,20.0,20.0,121.0,fulltime,Mid
40,yes,no,yes,12years,white,yes,9.0,1,1,16.6,west,37036,360.0,664.0,4.5,3,27.0,2,13.333333333333334,20.0,81.0,fulltime,Mid
38,no,no,no,9-11years,white,no,28.5,0,1,25.0,west,83568,1083.0,950.0,28.5,2,57.0,1,19.0,38.0,812.25,fulltime,Late
40,yes,yes,yes,12years,white,no,26.0,0,0,20.0,west,83568,1040.0,800.0,26.0,3,78.0,0,40.0,40.0,676.0,fulltime,Late
40,no,no,no,12years,white,no,29.0,0,1,48.0,west,83617,1160.0,1920.0,29.0,3,87.0,1,20.0,40.0,841.0,fulltime,Late
60,no,no,no,<9years,white,no,42.0,0,0,0.0,west,46174,2520.0,0.0,42.0,1,42.0,0,60.0,60.0,1764.0,fulltime,Very Late
0,yes,no,yes,12years,white,no,14.0,2,1,26.775,west,48395,0.0,0.0,4.666666666666667,3,42.0,3,0.0,0.0,196.0,,Mid
15,no,no,yes,12years,white,no,23.0,0,1,22.0,west,94859,345.0,330.0,23.0,3,69.0,1,7.5,15.0,529.0,parttime,Late
9,yes,no,yes,16years,white,yes,33.0,0,0,48.0,west,49700,297.0,432.0,33.0,5,165.0,0,9.0,9.0,1089.0,parttime,Very Late
40,yes,no,yes,13-15years,white,yes,28.0,0,0,52.0,west,48084,1120.0,2080.0,28.0,4,112.0,0,40.0,40.0,784.0,fulltime,Late
40,no,no,no,12years,white,no,30.0,0,0,42.0,west,95686,1200.0,1680.0,30.0,3,90.0,0,40.0,40.0,900.0,fulltime,Late
45,yes,yes,yes,13-15years,white,no,29.0,0,0,35.5,west,95686,1305.0,1597.5,29.0,4,116.0,0,45.0,45.0,841.0,fulltime,Late
32,no,yes,no,13-15years,white,no,24.0,0,2,34.8,west,49302,768.0,1113.6,24.0,4,96.0,2,10.666666666666666,32.0,576.0,fulltime,Late
40,yes,no,yes,12years,white,no,27.0,0,1,30.0,west,95629,1080.0,1200.0,27.0,3,81.0,1,20.0,40.0,729.0,fulltime,Late
0,no,no,no,12years,white,no,45.0,0,0,0.0,west,96879,0.0,0.0,45.0,3,135.0,0,0.0,0.0,2025.0,,Very Late
36,no,no,no,12years,white,no,41.0,0,0,0.0,west,52838,1476.0,0.0,41.0,3,123.0,0,36.0,36.0,1681.0,fulltime,Very Late
0,yes,no,yes,12years,white,yes,38.0,0,0,0.0,west,54073,0.0,0.0,38.0,3,114.0,0,0.0,0.0,1444.0,,Very Late
0,no,no,no,12years,white,yes,28.0,0,2,0.0,west,49331,0.0,0.0,28.0,3,84.0,2,0.0,0.0,784.0,,Late
50,yes,yes,yes,>16years,white,no,11.0,2,0,50.0,west,303652,550.0,2500.0,3.6666666666666665,6,66.0,2,16.666666666666668,16.666666666666668,121.0,fulltime,Mid
0,yes,no,yes,12years,white,no,17.0,0,1,99.999,west,303652,0.0,0.0,17.0,3,51.0,1,0.0,0.0,289.0,,Late
55,yes,yes,yes,>16years,white,no,8.0,0,0,35.0,west,308326,440.0,1925.0,8.0,6,48.0,0,55.0,55.0,64.0,fulltime,Mid
43,yes,no,yes,12years,white,no,29.0,0,1,18.0,west,303873,1247.0,774.0,29.0,3,87.0,1,21.5,43.0,841.0,fulltime,Late
0,no,no,no,12years,white,no,19.0,0,0,0.0,west,313261,0.0,0.0,19.0,3,57.0,0,0.0,0.0,361.0,,Late
40,yes,no,yes,16years,white,no,9.0,1,0,59.0,west,75451,360.0,2360.0,4.5,5,45.0,1,20.0,20.0,81.0,fulltime,Mid
40,yes,no,yes,13-15years,white,no,11.0,1,2,44.0,west,75451,440.0,1760.0,5.5,4,44.0,3,10.0,20.0,121.0,fulltime,Mid
40,no,yes,no,12years,white,no,17.0,0,3,22.0,west,75451,680.0,880.0,17.0,3,51.0,3,10.0,40.0,289.0,fulltime,Late
50,no,yes,no,16years,white,no,16.0,0,0,0.0,west,75451,800.0,0.0,16.0,5,80.0,0,50.0,50.0,256.0,fulltime,Late
40,no,yes,no,>16years,white,no,11.0,1,1,0.0,west,75451,440.0,0.0,5.5,6,66.0,2,13.333333333333334,20.0,121.0,fulltime,Mid
30,no,yes,no,13-15years,white,no,9.0,1,0,65.0,west,73016,270.0,1950.0,4.5,4,36.0,1,15.0,15.0,81.0,parttime,Mid
0,no,no,no,12years,white,no,17.0,0,2,57.0,west,74941,0.0,0.0,17.0,3,51.0,2,0.0,0.0,289.0,,Late
0,no,no,no,16years,white,no,15.0,0,2,50.0,west,76140,0.0,0.0,15.0,5,75.0,2,0.0,0.0,225.0,,Mid
40,no,yes,yes,>16years,white,no,23.0,0,1,40.0,west,96913,920.0,1600.0,23.0,6,138.0,1,20.0,40.0,529.0,fulltime,Late
0,no,no,no,12years,white,no,15.0,0,2,0.0,west,74941,0.0,0.0,15.0,3,45.0,2,0.0,0.0,225.0,,Mid
50,yes,yes,yes,16years,white,no,24.0,0,0,74.933,west,96913,1200.0,3746.6500000000005,24.0,5,120.0,0,50.0,50.0,576.0,fulltime,Late
50,no,yes,no,12years,black,no,29.0,0,1,19.5,west,69219,1450.0,975.0,29.0,3,87.0,1,25.0,50.0,841.0,fulltime,Late
7,yes,yes,yes,16years,white,no,37.0,0,0,40.0,west,96913,259.0,280.0,37.0,5,185.0,0,7.0,7.0,1369.0,parttime,Very Late
24,no,yes,no,13-15years,white,no,42.0,0,3,0.0,west,96913,1008.0,0.0,42.0,4,168.0,3,6.0,24.0,1764.0,parttime,Very Late
0,yes,no,yes,13-15years,white,no,15.0,1,2,55.0,west,75451,0.0,0.0,7.5,4,60.0,3,0.0,0.0,225.0,,Mid
40,no,yes,yes,12years,white,no,36.0,0,0,24.0,west,96913,1440.0,960.0,36.0,3,108.0,0,40.0,40.0,1296.0,fulltime,Very Late
40,no,yes,yes,13-15years,white,no,12.0,1,0,37.0,west,75451,480.0,1480.0,6.0,4,48.0,1,20.0,20.0,144.0,fulltime,Mid
40,no,no,no,12years,black,no,18.0,1,2,28.0,west,88661,720.0,1120.0,9.0,3,54.0,3,10.0,20.0,324.0,fulltime,Late
40,no,no,no,12years,black,no,18.0,0,3,17.0,west,88661,720.0,680.0,18.0,3,54.0,3,10.0,40.0,324.0,fulltime,Late
0,no,no,no,13-15years,white,no,25.0,0,2,39.612,west,75451,0.0,0.0,25.0,4,100.0,2,0.0,0.0,625.0,,Late
40,no,no,no,>16years,white,no,15.0,0,4,26.0,west,76140,600.0,1040.0,15.0,6,90.0,4,8.0,40.0,225.0,fulltime,Mid
0,no,no,no,12years,white,yes,11.0,1,0,22.0,west,31387,0.0,0.0,5.5,3,33.0,1,0.0,0.0,121.0,,Mid
38,no,yes,no,13-15years,white,no,42.0,0,0,7.4,west,71405,1596.0,281.2,42.0,4,168.0,0,38.0,38.0,1764.0,fulltime,Very Late
50,yes,yes,yes,>16years,white,no,16.0,0,3,60.0,west,72047,800.0,3000.0,16.0,6,96.0,3,12.5,50.0,256.0,fulltime,Late
35,no,yes,no,12years,white,no,18.0,1,0,6.0,west,72047,630.0,210.0,9.0,3,54.0,1,17.5,17.5,324.0,fulltime,Late
40,no,yes,yes,16years,white,no,8.0,0,0,31.0,west,72047,320.0,1240.0,8.0,5,40.0,0,40.0,40.0,64.0,fulltime,Mid
24,no,no,yes,>16years,white,no,36.0,0,0,50.0,west,92541,864.0,1200.0,36.0,6,216.0,0,24.0,24.0,1296.0,parttime,Very Late
15,no,no,yes,13-15years,white,no,38.0,0,0,7.7,west,92541,570.0,115.5,38.0,4,152.0,0,15.0,15.0,1444.0,parttime,Very Late
30,yes,no,yes,13-15years,white,no,14.0,0,0,25.0,west,72047,420.0,750.0,14.0,4,56.0,0,30.0,30.0,196.0,parttime,Mid
0,yes,no,yes,16years,white,no,36.0,0,0,0.0,west,92541,0.0,0.0,36.0,5,180.0,0,0.0,0.0,1296.0,,Very Late
0,no,no,yes,12years,white,no,11.0,3,0,11.7,west,72047,0.0,0.0,2.75,3,33.0,3,0.0,0.0,121.0,,Mid
40,no,yes,no,16years,white,no,21.0,0,1,0.0,west,72047,840.0,0.0,21.0,5,105.0,1,20.0,40.0,441.0,fulltime,Late
0,yes,no,yes,13-15years,white,no,8.0,2,0,28.8,west,72047,0.0,0.0,2.6666666666666665,4,32.0,2,0.0,0.0,64.0,,Mid
50,no,yes,yes,>16years,white,no,10.0,0,0,72.0,west,72047,500.0,3600.0,10.0,6,60.0,0,50.0,50.0,100.0,fulltime,Mid
40,yes,no,yes,13-15years,white,no,8.0,1,0,35.36,west,72047,320.0,1414.4,4.0,4,32.0,1,20.0,20.0,64.0,fulltime,Mid
40,no,yes,no,13-15years,white,no,27.0,0,2,99.999,west,92541,1080.0,3999.96,27.0,4,108.0,2,13.333333333333334,40.0,729.0,fulltime,Late
40,yes,yes,yes,13-15years,white,no,8.0,0,0,60.0,west,72047,320.0,2400.0,8.0,4,32.0,0,40.0,40.0,64.0,fulltime,Mid
0,yes,no,yes,13-15years,white,no,23.0,0,1,58.635,west,178660,0.0,0.0,23.0,4,92.0,1,0.0,0.0,529.0,,Late
40,no,yes,no,13-15years,white,no,18.0,0,1,36.0,west,184290,720.0,1440.0,18.0,4,72.0,1,20.0,40.0,324.0,fulltime,Late
40,no,no,yes,12years,white,no,8.0,1,1,16.0,west,180686,320.0,640.0,4.0,3,24.0,2,13.333333333333334,20.0,64.0,fulltime,Mid
8,yes,no,yes,16years,white,no,13.0,2,1,33.996,west,183196,104.0,271.968,4.333333333333333,5,65.0,3,2.0,2.6666666666666665,169.0,parttime,Mid
30,no,no,no,13-15years,white,no,20.0,0,2,0.0,west,312788,600.0,0.0,20.0,4,80.0,2,10.0,30.0,400.0,parttime,Late
0,no,no,no,16years,white,no,30.0,0,1,60.0,west,318874,0.0,0.0,30.0,5,150.0,1,0.0,0.0,900.0,,Late
0,yes,no,yes,<9years,white,yes,15.0,1,3,20.0,west,262254,0.0,0.0,7.5,1,15.0,4,0.0,0.0,225.0,,Mid
40,no,yes,yes,>16years,white,no,18.0,0,1,70.0,west,306003,720.0,2800.0,18.0,6,108.0,1,20.0,40.0,324.0,fulltime,Late
50,no,yes,yes,13-15years,white,no,10.0,1,0,60.0,west,312788,500.0,3000.0,5.0,4,40.0,1,25.0,25.0,100.0,fulltime,Mid
37,yes,no,yes,16years,white,no,13.0,0,0,50.0,west,158570,481.0,1850.0,13.0,5,65.0,0,37.0,37.0,169.0,fulltime,Mid
40,no,yes,yes,16years,white,no,5.0,0,0,32.0,west,309473,200.0,1280.0,5.0,5,25.0,0,40.0,40.0,25.0,fulltime,Early
45,no,yes,yes,16years,white,no,6.0,1,0,11.8,west,302691,270.0,531.0,3.0,5,30.0,1,22.5,22.5,36.0,fulltime,Mid
0,yes,no,yes,16years,white,no,20.0,0,3,61.0,west,306003,0.0,0.0,20.0,5,100.0,3,0.0,0.0,400.0,,Late
45,no,yes,yes,13-15years,white,no,26.0,0,1,37.0,west,306185,1170.0,1665.0,26.0,4,104.0,1,22.5,45.0,676.0,fulltime,Late
